Garder/Exclure,Nb de hits (à fin févr. 2026),disaron:nom_old,disaron:nom,dc:title,disaron:Complement_titre,disaron:chapeau,disaron:Auteur,disaron:categorie,disaron:collection,disaron:sous_collection,disaron:theme,disaron:annees_reference,disaron:descripteur,disaron:niveau_geographique,disaron:Date_premiere_publication,disaron:date_derniere_publication,ecm:versionLabel,disaron:Numerotation,url,nb de fichiers,noms des fichiers,urls des fichiers,disaron:date_modification,disaron:donnees,trouvé Estelle ?,lost,collection,themes,themes_codes,theme_principal,OrdreEstelle,THEME Agreste2.0,Collection Agreste 2.0,Sous-Collection Agreste 2.0,Fichiers manquants
Garder,445,Chd2320,Chd2320,Utilisation des technologies de l'information et de la communication (TIC) dans l'agroalimentaire - Enquête 2022,,"L’enquête annuelle sur les technologies de l’information et de la communication (TIC), réalisée par l’Insee, mesure l’informatisation et la diffusion des technologies de l’information, de la communication et du commerce électronique dans les entreprises.","[{nom_auteur=Apicella, prenom_auteur=Laurent , Structure=SSP - Bureau des statistiques des industries agricoles et alimentaires}]",NATIONAL,CDICDO,,TIC|COMMER|ALIMSECU,2022,,FRANCE,2023/12/26 00:00,2023/12/27 14:55,0.2,2023-20,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2320/detail/,,,,2023/12/26 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2023-12-26T08:43:52.579Z\""\,\""Fichier\"":\""cd2023-20_TIC2022.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2023-12-26T08:43:52.579Z\""\,\""Fichier\"":\""cd2023-20_TableauxAssociésTIC2022.xlsx\""}]",,0,,"Industries agro-alimentaires (IAA)|Exploitations, spécialisation|Santé, sécurité alimentaire",IAA|EXPLOITSPEC|SANTALIM,Industries agro-alimentaires (IAA),3085,Chiffres et données,Chiffres et données,Chiffres et données,
Garder,3443,Chd2401,Chd2401,Enquête annuelle laitière 2022,,"Chaque année, le Service de la statistique et de la prospective (SSP) du ministère en charge de l’agriculture et de l’alimentation réalise l’enquête annuelle laitière (EAL), enquête d’intérêt général et de qualité statistique à caractère obligatoire. Elle fournit, sur un champ exhaustif et dans une nomenclature détaillée, les données annuelles de collecte et de production de la branche, et sur le champ des entreprises de 20 salariés ou plus, les données de fabrication et de production vendue.","[{nom_auteur=  Calvino, prenom_auteur=  Anne, Structure=SSP – Bureau des statistiques des industries agricoles et alimentaires}]",NATIONAL,CDICDO,,LAIT,2022,,FRANCE,2024/02/05 00:00,2024/03/27 11:37,0.9,2024-1,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2401/detail/,,,,2024/02/05 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-02-05T16:11:15.105Z\""\,\""Fichier\"":\""cd2024-01_EAL2022.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-02-05T16:11:15.106Z\""\,\""Fichier\"":\""cd2024-01_EAL2022_Tableaux associés.ods\""}]",,0,,"Bovins, ovins, caprins, lait",CHEPTLAIT,"Bovins, ovins, caprins, lait",1833,Chiffres et données,Chiffres et données,Chiffres et données,
Garder,1502,Chd2402,Chd2402,Les industries et le commerce de gros agroalimentaires en 2021 : résultats économiques,,"A travers le dispositif Ésane (Élaboration des statistiques annuelles d’entreprises), l’Insee propose une photographie annuelle des unités productives. Le Service de la statistique et de la prospective (SSP) utilise ces données pour décrire les industries agroalimentaires.","[{nom_auteur=Testas, prenom_auteur=Anna , Structure=SSP, Bureau des statistiques des industries agricoles et alimentaires}, {nom_auteur=Mercier, prenom_auteur=Sylvie, Structure=SSP, Bureau des statistiques des industries agricoles et alimentaires}]",NATIONAL,CDICDO,,IAAECO|TISSU,2021,COMMERCE DE GROS| INDUSTRIE AGROALIMENTAIRE,REG|FRANCE,2024/03/08 00:00,2024/05/16 14:55,0.5,2024-02,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2402/detail/,,,,2024/03/08 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-03-12T09:51:23.328Z\""\,\""Fichier\"":\""cd2024_2-Esane_2021.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-03-12T09:51:23.328Z\""\,\""Fichier\"":\""cd2024-2-FichiersDonneesAssociees.zip\""}]",,0,,Résultats économiques des IAA|Industries agro-alimentaires (IAA),IAAECO|IAA,Industries agro-alimentaires (IAA),1773,Chiffres et données,Chiffres et données,Chiffres et données,
Garder,5054,Chd2403,Chd2403,Enquête aquaculture 2022,,"En 2022, la production des 3 444 entreprises de l’aquaculture en France atteint 183 896 tonnes, marquant une baisse de 5 % par rapport à 2021. Malgré cette diminution, la valeur totale des ventes finales connait une progression de 2 % pour s’établir à 823,2 millions d’euros, soutenue par une hausse du prix moyen de 7 %.","[{nom_auteur=Delorme, prenom_auteur=Anaël , Structure=SSP - Bureau des statistiques des structures agricoles, l’aquaculture et la forêt}]",NATIONAL,CDICDO,,AQUAPROD|AQUASTRU,2022,,FRANCE,2024/03/12 00:00,2024/04/09 12:29,0.5,2024-3,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2403/detail/,,,,2024/03/12 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-03-11T15:49:14.295Z\""\,\""Fichier\"":\""cd2024-3_Aqua2022.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-03-11T15:49:14.295Z\""\,\""Fichier\"":\""cd2024-3_Aqua2022.xlsx\""}]",,0,,"Pêche, aquaculture",PECHAQUA,"Pêche, aquaculture",492,Chiffres et données,Chiffres et données,Chiffres et données,
Garder,458,Chd2404,Chd2404,Dépenses pour protéger l'environnement dans les industries agroalimentaires  et les scieries en 2021,,L’enquête annuelle sur les dépenses pour protéger l’environnement dans l’industrie (Antipol) permet de mesurer l’effort réalisé dans ce domaine par les industriels. Le service de la statistique et de la prospective (SSP) utilise ces données pour décrire les industries agroalimentaires et les scieries.,"[{nom_auteur=Apicella, prenom_auteur=Laurent , Structure=SSP - Bureau des statistiques des industries agricoles et alimentaires}]",NATIONAL,CDICDO,,IAAENV,2021,,FRANCE,2024/03/19 00:00,2024/03/20 09:49,0.6,2024-4,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2404/detail/,,,,2024/03/19 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-03-19T15:16:23.195Z\""\,\""Fichier\"":\""cd2024-04_ANTIPOL2021.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-03-19T15:16:23.195Z\""\,\""Fichier\"":\""Infographie_Antipol-2021.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-03-19T15:16:23.195Z\""\,\""Fichier\"":\""cd2024-04_ANTIPOL2021_donnees-complementaires.xlsx\""}]",,0,,Industries agro-alimentaires (IAA),IAA,Industries agro-alimentaires (IAA),1787,Chiffres et données,Chiffres et données,Chiffres et données,
Garder,1364,Chd2405,Chd2405,Productions commercialisées des industries agroalimentaires 2022,,"Chaque année, le Service de la statistique et de la prospective (SSP) du ministère de l’Agriculture et de la Souveraineté alimentaire réalise une enquête sur la production vendue par les industries agroalimentaires. L’enquête annuelle de production commercialisée (EAPC) est reconnue d’intérêt général et de qualité statistique à caractère obligatoire par le Conseil national de l’information statistique. Elle fournit des données selon la liste européenne dite Prodcom (PRODuction COMmunautaire).","[{nom_auteur=Renaud, prenom_auteur=Auriane, Structure=SSP, Bureau des statistiques des industries agricoles et alimentaires}]",NATIONAL,CDICDO,,AGROALIM,2022,,FRANCE,2024/03/22 00:00,2024/04/09 09:29,0.14,2024-5,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2405/detail/,,,,2024/03/22 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-03-22T08:24:27.079Z\""\,\""Fichier\"":\""cd2024-5_ProdCom2022.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-03-22T08:24:27.079Z\""\,\""Fichier\"":\""cd2024-5_DonnéesProdCom2022.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-03-22T15:27:49.319Z\""\,\""Fichier\"":\""Infographie EAPC2022.pdf\""}]",,0,,Industries agro-alimentaires (IAA),IAA,Industries agro-alimentaires (IAA),5,Chiffres et données,Chiffres et données,Chiffres et données,
Garder,2967,Chd2406,Chd2406,Résultats économiques des exploitations agricoles - France ; Chiffres clés 2022,Réseau d’information comptable agricole (Rica),"Le Réseau d’information comptable agricole (Rica) est une enquête annuelle, harmonisée au niveau de l’Union européenne, qui collecte des données comptables et technicoéconomiques détaillées auprès d’un échantillon d’exploitations agricoles. Les données collectées permettent notamment d’analyser la diversité des résultats et celle de leur formation, de dresser des diagnostics économiques et financiers, et d’évaluer l’impact de certaines politiques publiques.","[{nom_auteur=Devauvre, prenom_auteur=Nicolas, Structure=SSP - Bureau des statistiques sur la production et les comptabilités agricoles}]",NATIONAL,CDICDO,,RESECO,2022,RÉSULTAT D'EXPLOITATION| ECONOMIE AGRICOLE,FRANCE,2024/03/28 00:00,2024/03/28 13:50,0.3,2024-6,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2406/detail/,,,,2024/03/28 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-03-28T08:29:55.169Z\""\,\""Fichier\"":\""cd2024-6_Rica2022.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-03-28T08:29:55.169Z\""\,\""Fichier\"":\""cd2024-6_DonnéesAssociées_RICA.xlsx\""}]",,0,,Résultats économiques des exploitations,RESECOMPTE,Résultats économiques des exploitations,2805,Chiffres et données,Chiffres et données,Chiffres et données,
Garder,16467,Chd2407,Chd2407,Enquête Pratiques culturales en grandes cultures 2021 - IFT et nombre de traitements,,"Les tableaux principaux, présents dans cette publication, sont disponibles en téléchargement au format tableur en fichier associé. Des tableaux complémentaires, reprenant des résultats détaillés par culture et par région, sont également à disposition en téléchargement. Les chiffres présentés dans ce dossier respectent le secret statistique. Les règles de diffusion suivantes sont également appliquées : pour chaque croisement, la valeur est diffusée si le nombre d’observations est supérieur ou égal à 30 et la précision inférieure ou égale à 20 %.","[{nom_auteur=Firquet, prenom_auteur=Sandrine, Structure=SSP - Bureau des statistiques végétales, animales et environnementales}, {nom_auteur=Montcoudiol, prenom_auteur=Noémie, Structure=SSP - Bureau des statistiques végétales, animales et environnementales}]",NATIONAL,CDICDO,,GC|PROT,2021,,FRANCE,2024/04/24 00:00,2025/09/02 15:09,0.7,2024-7,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2407/detail/,,,,2025/09/02 15:07,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-04-24T10:42:30.382Z\""\,\""Fichier\"":\""cd2024-7_PK-GC2021-IFT.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-04-24T10:42:30.382Z\""\,\""Fichier\"":\""cd2024-7_DonneesPKGC-IFT_Tableaux_principaux.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-09-02T13:07:28.105Z\""\,\""Fichier\"":\""cd2024-7_DonneesPKGC-IFT_Tableaux_complémentaires.v3.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-09-02T13:07:28.105Z\""\,\""Fichier\"":\""cd2024-7_DonneesPKGC-IFT_Tableaux_detail_Reg.v3.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-09-02T13:07:28.105Z\""\,\""Fichier\"":\""cd2024-7_DonneesPKGC-IFT__Tableaux_detail_Anciennes-Reg.v3.xlsx\""}]",,0,,Grandes cultures|Pratiques culturales,GC|PRACULT,Grandes cultures,1608,Chiffres et données,Chiffres et données,Chiffres et données,
Garder,7806,Chd2408,Chd2408,Statistique agricole annuelle 2023 - Chiffres provisoires,,"La Statistique agricole annuelle (SAA) est une opération de synthèse annuelle sur les productions agricoles françaises. Elle fournit chaque année des données sur l’ensemble des productions agricoles en termes physiques (surfaces, rendements et productions agricoles pour les végétaux et les animaux) détaillées par produit et par région et département. La SAA existe depuis 1947 et permet à la France de répondre au règlement européen UE 543/2009 du 18 juin 2009. Les données sont également utilisées pour d’autres opérations statistiques. Elles servent de points de base auxquels sont appliqués ensuite des évolutions conjoncturelles pour obtenir des estimations précoces et sont utilisées pour établir les comptes, nationaux et régionaux, de l’agriculture (également en réponse aux obligations européennes - règlement UE 549/2013 du 21 mai 2013).","[{nom_auteur=Colas, prenom_auteur=Tristan, Structure=SSP - Bureau des statistiques sur les productions et les comptabilités agricoles}, {nom_auteur=Boudour, prenom_auteur=Dounia, Structure=SSP - Bureau des statistiques sur les productions et les comptabilités agricoles}]",NATIONAL,CDICDO,,TOUTCULT|TOUTCHEP|BIO,2023|2022,,FRDOM|FRANCE,2024/05/02 00:00,2024/05/17 15:39,0.3,2024-08,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2408/detail/,,,,2024/05/02 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-05-03T09:09:27.174Z\""\,\""Fichier\"":\""cd2024-8_SAA2023-Provisoire.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-05-03T09:09:27.174Z\""\,\""Fichier\"":\""cd2024-8_ResultatsProvisoires-FranceEntiere2023.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-05-03T09:09:27.174Z\""\,\""Fichier\"":\""cd2024-8_ResultatsProvisoires-FranceMetropolitaine2023.xlsx\""}]",,0,,"Toutes cultures, productions végétales|Tous animaux, productions animales|Sol",TOUTCULT|TOUTCHEP|SOLBIODIV,"Toutes cultures, productions végétales",3136,Chiffres et données,Chiffres et données,Chiffres et données,
Garder,359,Chd2409,Chd2409,Production de déchets non dangereux dans les industries agroalimentaires en 2020,,"En 2020, l’activité des industries agroalimentaires génère près de 5,1 millions de tonnes de déchets non dangereux hors minéraux et boues. Les déchets dits organiques - provenant de matières d’origine animale ou végétale - représentent 70 % de l’ensemble des déchets, en 2020 comme en 2016. Le secteur de la production et de la transformation de la viande concentre 40 % de ces déchets organiques, suivi du secteur de la transformation des fruits et légumes avec 22 % . Les principaux contributeurs à la production de déchets non dangereux hors minéraux et boues sont les établissements de 50 à 99 salariés avec plus de 1,4 million de tonnes produites, soit 28 %. Pour les déchets organiques, ce sont les établissements de 100 à 249 salariés qui contribuent le plus avec plus d’un million de tonnes, soit 30 % du total. Ces déchets organiques, qui peuvent comprendre des emballages, sont ré-employés ou valorisés à hauteur de 90 % dans l’ensemble des IAA (83 % dans le secteur d’activité de production de viande et 97 % dans le secteur des fruits et légumes).","[{nom_auteur=Apicella, prenom_auteur=Laurent , Structure=SSP - Bureau des statistiques des industries agricoles et alimentaires}]",NATIONAL,CDICDO,,IAAENV|AGROALIM,2020,,FRANCE,2024/05/14 00:00,2024/05/16 12:10,0.3,2024-9,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2409/detail/,,,,2024/05/14 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-05-14T14:05:30.490Z\""\,\""Fichier\"":\""cd2024-9_Dechet-non-dangereux.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-05-14T14:05:30.490Z\""\,\""Fichier\"":\""cd2024-9_DonnéesDechetsNonDangereux.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-05-14T14:05:30.490Z\""\,\""Fichier\"":\""cd2024-9_InfographieDechetsNonDangereux.pdf\""}]",,0,,Industries agro-alimentaires (IAA),IAA,Industries agro-alimentaires (IAA),1812,Chiffres et données,Chiffres et données,Chiffres et données,
Garder,903,Chd2410,Chd2410,Consommation d'énergie dans les industries agroalimentaires en 2022,,"En 2022, les établissements agroalimentaires (IAA) de 20 salariés ou plus consomment plus de 5 millions de tonnes-équivalent-pétrole (tep) en énergie, soit 1,7 % de plus qu’en 2021. Les deux principaux postes de consommation à savoir l’électricité et le gaz naturel augmentent respectivement de 10,6 %, et de 4,5 %. Au sein des IAA, les activités les plus consommatrices d’énergie sont la production d’amidon (19 %), la fabrication de produits laitiers (18 %) et la fabrication de sucre (15 %). En 2022, la facture d’énergie des IAA enregistre une augmentation significative de 48,1 % pour atteindre 4,3 milliards d’euros. Cette hausse est principalement due à l’envolée des prix unitaires des matières premières énergétiques, qui touche tous les postes de consommation, notamment l’électricité et le gaz naturel.","[{nom_auteur=Apicella, prenom_auteur=Laurent, Structure=SSP - Bureau des statistiques des industries agricoles et alimentaires}]",NATIONAL,CDICDO,,IAAENV|NRJ,2022,,FRANCE,2024/07/22 00:00,2025/06/10 17:00,0.8,2024-10,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2410/detail/,,,,2025/06/06 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-06-06T11:28:32.526Z\""\,\""Fichier\"":\""cd2024-10_EACEI-2022.v2pdf.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-07-22T14:58:31.289Z\""\,\""Fichier\"":\""cd2024-10_DonneesDetaillees.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-06-06T12:31:13.412Z\""\,\""Fichier\"":\""Infographie_cd2024-10_EACEI-2022 -v2pdf.pdf\""}]",,0,,Industries agro-alimentaires (IAA)|Énergie,IAA|NRJ,Énergie,1814,Chiffres et données,Chiffres et données,Chiffres et données,
Garder,457,Chd2411,Chd2411,Utilisation des technologies de l'information et de la communication (TIC) dans l'agroalimentaire - Enquête 2023,,"En 2023, à l’instar de l’ensemble de l’industrie manufacturière, 96 % des entreprises des industries alimentaires (hors artisanat commercial) et boissons (IAA) utilisent un accès à internet (fixe à haut débit ou très haut débit) pour un usage professionnel. Plus des trois quarts possèdent un site web en propre ou en partagé, soit 6 points de plus que dans l’industrie manufacturière. De plus, 71 % de ces entreprises sont sur les réseaux sociaux et 8 % disposent d’un blog, contre respectivement 62 % et également 8 % dans l’industrie manufacturière. Près de 4 sur 10 analysent les données de leurs clients et 63 % utilisent des logiciels de type progiciel de gestion intégrée (PGI) ou de gestion de la relation client (GRC) ou d’informatique décisionnelle (ID). Ces proportions sont respectivement de 3 sur 10 et 63 % dans l’industrie manufacturière. En 2022, la moitié des entreprises des IAA (20 % dans l’industrie manufacturière) ont réalisé des ventes électroniques de type EDI ou via un site web (y compris applications mobiles). Ces ventes représentent 36 % de leur chiffre d’affaires contre 28 % dans l’industrie manufacturière.","[{nom_auteur=Apicella, prenom_auteur=Laurent , Structure=SSP - Bureau des statistiques des industries agricoles et alimentaires}]",NATIONAL,CDICDO,,TIC|COMMER|ALIMSECU,2023,,FRANCE,2024/08/29 00:00,2024/10/15 12:39,0.4,2024-11,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2411/detail/,,,,2024/08/30 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-08-29T13:24:40.316Z\""\,\""Fichier\"":\""cd2024-11_TIC2023.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-08-29T13:24:40.316Z\""\,\""Fichier\"":\""cd2024-11_TableauxAssociésTIC2023.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-08-29T13:24:40.316Z\""\,\""Fichier\"":\""cd2024-11_Infographie_TIC 2023.pdf\""}]",,0,,"Industries agro-alimentaires (IAA)|Exploitations, spécialisation|Santé, sécurité alimentaire",IAA|EXPLOITSPEC|SANTALIM,Industries agro-alimentaires (IAA),3086,Chiffres et données,Chiffres et données,Chiffres et données,
Garder,7377,Chd2412,Chd2412,Valeur vénale des terres en 2023,"Prix des terres agricoles (terres et prés, et vignes), évolutions, principaux résultats",Les prix des terres agricoles en 2023 en métropole et dans les DOM détaillés dans cette publication ont été établis par le Service de la statistique et de la prospective du ministère de l’Agriculture et par la Fédération nationale des sociétés d’aménagement foncier et d’établissement rural (FNSAFER).,"[{nom_auteur=Sauvaget, prenom_auteur=Thomas, Structure=SSP - Bureau des synthèses statistiques conjoncturelles}]",NATIONAL,CDICDO,,PRIX|SOL,2023,,FRANCE,2024/09/27 00:00,2024/10/16 09:02,0.5,2024-12,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2412/detail/,,,,2024/09/27 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-10-16T06:41:31.329Z\""\,\""Fichier\"":\""cd2024-12_VVT-2023.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-09-27T07:41:07.940Z\""\,\""Fichier\"":\""Données-associées-cd2024-12_Valeur-vénale-des-terres-en-2023.ods\""}]",,0,,"Prix, coûts de production|Sol",COUTPRIX|SOLBIODIV,"Prix, coûts de production",2656,Chiffres et données,Chiffres et données,Chiffres et données,
Garder,3899,Chd2413,Chd2413,Enquête Pratiques culturales en grandes cultures 2021 - Principaux résultats,,"Cette publication présente les résultats de l'enquête Pratiques culturales en grandes cultures 2021, dont l'objectif est de décrire les pratiques culturales mises en place par les agriculteurs en grandes cultures pendant la campagne 2021. Différents thèmes sont abordés : données générales permettant de caractériser l'exploitation, reconstitution de l'itinéraire technique suivi sur la parcelle enquêtée, fertilisation, usage des produits phytopharmaceutiques et d'outils d'agriculture de précision. ","[{nom_auteur=Firquet, prenom_auteur=Sandrine, Structure=SSP - Bureau des statistiques végétales, animales et environnementales}, {nom_auteur=Montcoudiol, prenom_auteur=Noémie, Structure=SSP - Bureau des statistiques végétales, animales et environnementales}]",NATIONAL,CDICDO,,GC|PROT,2021,,FRANCE,2024/09/27 00:00,2025/11/20 10:22,0.9,2024-13,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2413/detail/,,,,2024/09/27 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-09-27T09:26:57.629Z\""\,\""Fichier\"":\""cd2024-13_PK-GC2021.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-09-27T09:26:57.629Z\""\,\""Fichier\"":\""cd2024-13_DonneesGlobalesPKGC-Canne.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-09-27T09:26:57.629Z\""\,\""Fichier\"":\""cd2024-13_DonneesGlobalesPKGC-HorsCanne.xlsx\""}]",,0,,Grandes cultures|Pratiques culturales,GC|PRACULT,Grandes cultures,1609,Chiffres et données,Chiffres et données,Chiffres et données,
Garder,2840,Chd2414,Chd2414,Les industries agroalimentaires en 2022 : résultats économiques nationaux,,"Selon la source Ésane, les 21 600 entreprises des industries agroalimentaires (IAA 1), dont 85 % de micro-entreprises, réalisent en 2022 un chiffre d’affaires hors taxes de 237 milliards d’euros. C’est 14 % de plus qu’en 2021. Cette augmentation est quasi identique à celle de l’ensemble de l’industrie manufacturière (+15 %). Les IAA constituent un secteur important en termes d’emplois, avec 470 200 salariés, dont plus de 160 000 dans les 24 grandes entreprises (cf dénitions). Le secteur est en effet très concentré, ces grandes entreprises réalisant 44 % du chiffre d’affaires et 41 % de la valeur ajoutée. Si on y rajoute les 357 entreprises de taille intermédiaire, ces parts passent respectivement à 86 % et 84 %.","[{nom_auteur=Mercier, prenom_auteur=Sylvie, Structure=SSP, Bureau des statistiques des industries agricoles et alimentaires}]",NATIONAL,CDICDO,,IAAECO|TISSU,2022,COMMERCE DE GROS| INDUSTRIE AGROALIMENTAIRE,FRANCE,2024/10/15 12:39,2024/10/15 12:39,0.1,2024-14,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2414/detail/,,,,2024/10/15 12:39,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-10-14T18:59:13.707Z\""\,\""Fichier\"":\""cd2024-14_Esane2022.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-10-14T18:59:13.707Z\""\,\""Fichier\"":\""bilan.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-10-14T18:59:13.707Z\""\,\""Fichier\"":\""caracteristiques.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-10-14T18:59:13.707Z\""\,\""Fichier\"":\""emploi.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-10-14T18:59:13.707Z\""\,\""Fichier\"":\""investissement.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-10-14T18:59:13.707Z\""\,\""Fichier\"":\""ratios.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-10-14T18:59:13.707Z\""\,\""Fichier\"":\""resultat.xlsx\""}]",,0,,Résultats économiques des IAA|Industries agro-alimentaires (IAA),IAAECO|IAA,Industries agro-alimentaires (IAA),1774,Chiffres et données,Chiffres et données,Chiffres et données,
Garder,1872,Chd2415,Chd2415,L'occupation du territoire en 2022  Enquêtes Teruti 2021-2022-2023 ,,L'enquête Teruti a pour objectif de suivre l’évolution de l’occupation et de l’usage des sols sur tout le territoire national,"[{nom_auteur=Mirouse, prenom_auteur=Benoît, Structure=SSP - Bureau des structures agricoles, l’aquaculture et la forêt}]",NATIONAL,CDICDO,,BIO,2022,,FRANCE,2024/10/16 00:00,2024/10/29 09:27,0.3,2024-15,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Chd2415/detail/,,,,2024/10/16 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-10-29T08:22:20.255Z\""\,\""Fichier\"":\""cd2024-15_teruti_2022.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-10-16T09:13:58.414Z\""\,\""Fichier\"":\""cd2024-15_DonnéesTeruti_2022.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-10-16T09:13:58.414Z\""\,\""Fichier\"":\""cd2024-15_DonnéesTeruti_2019.xlsx\""}]",,0,,Sol,SOLBIODIV,Sol,534,Chiffres et données,Chiffres et données,Chiffres et données,
