disaron:nom,dc:title,disaron:Complement_titre,disaron:chapeau,disaron:Auteur,disaron:categorie,disaron:sous_collection,disaron:theme,disaron:annees_reference,disaron:descripteur,disaron:niveau_geographique,disaron:Date_premiere_publication,disaron:date_derniere_publication,ecm:versionLabel,disaron:date_modification,disaron:Numerotation,url,nb de fichiers,noms des fichiers,urls des fichiers,disaron:donnees,trouvé Estelle ?,A
IraCex2030,"Commerce extérieur. En janvier 2020, les échanges avec les pays tiers tirent l’excédent agroalimentaire français vers le haut","Importations, exportations, solde commercial par pays et produits en janvier 2020","En janvier 2020, l’excédent des échanges agroalimentaires français atteint 604 millions d’euros, en hausse de 116 millions d’euros par rapport à janvier 2019 du fait de la baisse des importations (- 69 millions d’euros) conjuguée à la croissance des exportations (+ 47 millions). Le solde des produits agricoles bruts affiche un excédent de 197 millions d’euros et augmente de 46 millions d’euros sur un an. Il bénéficie de la hausse des exportations de céréales malgré la croissance des importations d’agrumes. Avec 407 millions d’euros, l’excédent commercial en produits transformés gagne 70 millions d’euros par rapport à janvier 2019 grâce à la diminution des importations (notamment en produits issus de la pêche et en produits laitiers) supérieure à la diminution des exportations (principalement en boissons). L’excédent commercial agroalimentaire s’améliore avec les pays tiers sur un an mais se détériore avec l’UE.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2020,COMMERCE EXTÉRIEUR,FRANCE,2020/03/13 10:06,2020/03/13 10:06,0.3,2020/03/13 10:06,2020-30,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex2030/detail/,3,"[""2020_30inforapcommerceext.pdf"", ""conjinforap202003ce_tdb.pdf"", ""2020_30donneescommerceexterieur.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2030/2020_30inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2030/conjinforap202003ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2030/2020_30donneescommerceexterieur.xls""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-03-12T10:17:31.095Z\""\,\""Fichier\"":\""2020_30inforapcommerceext.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2020-03-12T10:17:31.095Z\""\,\""Fichier\"":\""conjinforap202003ce_tdb.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2020-03-12T10:17:31.095Z\""\,\""Fichier\"":\""2020_30donneescommerceexterieur.xls\""}]",COMPLEMENT-Irap,
IraCex21138,"Commerce extérieur agroalimentaire. En août 2021, la hausse des exportations entraîne celle de l’excédent agroalimentaire français","Importations, exportations, solde commercial par pays et produits en août 2021","En août 2021, l’excédent des échanges agroalimentaires français atteint 582 millions d’euros. Il progresse de 397 millions d’euros par rapport à août 2020 du fait d’une croissance marquée des exportations (+965 millions d’euros) plus importante que celle des importations (+567 millions). L’excédent des produits agricoles bruts augmente de 113 millions d’euros sur un an pour atteindre 137 millions, principalement sous l’effet de la hausse des exportations de céréales vers les pays tiers, qui fait plus que contrebalancer la hausse des importations, notamment en produits de la pêche. Avec 445 millions d’euros, l’excédent commercial en produits transformés gagne 285 millions par rapport à août 2020. Là encore, la progression des exportations, tirée principalement par le dynamisme des ventes de vins et spiritueux vers les pays tiers, est supérieure à celle des importations, portée notamment par les achats de viande et des produits à base de viande mais aussi d’huiles, de corps gras et de tourteaux. En août, la hausse de l'excédent commercial agroalimentaire repose à plus de 90 % sur les échanges avec les pays tiers.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2021,,FRANCE,2021/10/15 12:00,2021/10/15 12:00,0.1,2021/10/15 12:00,2021-138,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex21138/detail/,3,"[""2021_138inforapcommerceext.pdf"", ""2021_138donneescommerceext.xls"", ""conjinforap202110ce_tdb.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21138/2021_138inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21138/2021_138donneescommerceext.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex21138/conjinforap202110ce_tdb.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2021-10-14T14:04:15.176Z\""\,\""Fichier\"":\""2021_138inforapcommerceext.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2021-10-14T14:04:15.176Z\""\,\""Fichier\"":\""2021_138donneescommerceext.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2021-10-14T14:04:15.176Z\""\,\""Fichier\"":\""conjinforap202110ce_tdb.pdf\""}]",COMPLEMENT-Irap,
IraCex25131,"Commerce extérieur agroalimentaire. En août 2025, la baisse des exportations de vins et spiritueux pèse sur le solde des échanges agroalimentaires ","Importations, exportations, solde commercial par pays et produits en août 2025","En août 2025, le solde des échanges agroalimentaires français, en baisse de 241 millions d’euros (M€) par rapport à août 2024, redevient déficitaire à - 187 M€. La baisse des exportations de produits transformés (- 229 M€ sur un an, soit – 5 %) pèse sur les résultats à l’export alors que les importations continuent d’augmenter sur un an (+ 267 M€, soit + 4 %). Le solde des produits agricoles bruts progresse de 207 M€ par rapport à août 2024 tout en restant légèrement déficitaire (- 5 M€), principalement du fait de la hausse des exportations de céréales et de bovins. Le solde commercial en produits transformés diminue de 448 M€ sur un an et affiche un déficit de - 182 M€. La diminution des exportations de vins et spiritueux sur un an s’ajoute à la nouvelle hausse des importations portée par les viandes et les '' autres produits alimentaires '' notamment. En août 2025, la baisse de l'excédent commercial agroalimentaire découle encore une fois majoritairement de la dégradation des échanges avec les pays tiers.IraCex25131","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2025,,FRANCE,2025/10/14 00:00,,,,2025-131,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex25131/detail/,4,"[""2025-131_Inforapcommerceext.pdf"", ""conjinforap2025131ce_tdb.pdf"", ""2025_131donneescommerceext.xls"", ""2025-131_Données-complémentaires.7z""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex25131/2025-131_Inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex25131/conjinforap2025131ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex25131/2025_131donneescommerceext.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex25131/2025-131_Données-complémentaires.7z""]",#N/A,COMPLEMENT-Irap,
IraCex2592,"Commerce extérieur agroalimentaire. En mai 2025, la dégradation des échanges avec les pays tiers aboutit à un déficit commercial inédit depuis plus de 25 ans","Importations, exportations, solde commercial par pays et produits en mai 2025","En mai 2025, le solde des échanges agroalimentaires français est déficitaire à - 432 millions d’euros (M€) alors qu’il était légèrement excédentaire (11 M€) en mai 2024. La hausse des importations en valeur (+ 667 M€, soit + 10 % sur un an) est supérieure à la progression des exportations (+ 224 M€, soit + 3 %). Le solde des produits agricoles bruts recule de nouveau sur un an (- 145 M€), principalement du fait de la hausse des importations de café et de cacao mais aussi de graines oléagineuses. Le solde commercial en produits transformés diminue lui aussi (- 298 M€) pour devenir déficitaire, à un niveau inédit depuis plus de 25 ans, notamment en raison de la nouvelle hausse en valeur des importations de chocolat et de produits transformés à base de cacao. En mai 2025, la baisse de l'excédent commercial agroalimentaire découle principalement de la dégradation des échanges avec les pays tiers.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2025,,FRANCE,2025/07/16 10:00,2025/07/16 10:00,0.1,2025/07/16 10:00,2025-92,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex2592/detail/,4,"[""2025-92_Inforapcommerceext.pdf"", ""conjinforap202592ce_tdb.pdf"", ""2025_92donneescommerceext.xls"", ""2025-92_Données-complémentaires.7z""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2592/2025-92_Inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2592/conjinforap202592ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2592/2025_92donneescommerceext.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2592/2025-92_Données-complémentaires.7z""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-07-15T14:25:13.937Z\""\,\""Fichier\"":\""2025-92_Inforapcommerceext.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-07-15T14:25:13.937Z\""\,\""Fichier\"":\""conjinforap202592ce_tdb.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-07-15T14:25:13.937Z\""\,\""Fichier\"":\""2025_92donneescommerceext.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-07-15T14:25:13.937Z\""\,\""Fichier\"":\""2025-92_Données-complémentaires.7z\""}]",COMPLEMENT-Irap,
IraCex2603,"Commerce extérieur agroalimentaire. En novembre 2025, les échanges de produits transformés continuent de peser sur l’excédent agroalimentaire","Importations, exportations, solde commercial par pays et produits en novembre 2025","En novembre 2025, l’excédent des échanges agroalimentaires français diminue de 194 millions d’euros (M€) par rapport à novembre 2024 pour atteindre 208 M€ sous l’effet de la hausse des importations (+ 186 M€ sur un an, soit + 3 %). Le solde des produits agricoles bruts progresse de 101 M€ par rapport à novembre 2024 et affiche un excédent (43 M€) du fait de la progression des exportations (céréales, bovins) supérieure à celle des importations (portée par les plantes à boissons et les graines oléagineuses). L’excédent commercial en produits transformés diminue de 295 M€ sur un an, à 165 M€. À la diminution des exportations (liée principalement aux vins et spiritueux) s’ajoute l’augmentation des importations (viandes, préparations à base de produits de la pêche, 1 autres produits alimentaires 2). En novembre 2025, la baisse de l'excédent commercial agroalimentaire découle principalement de la dégradation des échanges avec l’Union Européenne.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2025,,FRANCE,2026/01/15 10:00,2026/01/15 10:00,0.1,2026/01/15 10:00,2026-3,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex2603/detail/,4,"[""2026_03inforapcommerceext.pdf"", ""conjinforap202603ce_tdb.pdf"", ""2026_03donneescommerceext.xls"", ""2026-03_Données-complémentaires.7z""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2603/2026_03inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2603/conjinforap202603ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2603/2026_03donneescommerceext.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2603/2026-03_Données-complémentaires.7z""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-01-15T07:30:59.177Z\""\,\""Fichier\"":\""2026_03inforapcommerceext.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-01-15T07:30:59.177Z\""\,\""Fichier\"":\""conjinforap202603ce_tdb.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-01-15T07:30:59.177Z\""\,\""Fichier\"":\""2026_03donneescommerceext.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-01-15T07:30:59.177Z\""\,\""Fichier\"":\""2026-03_Données-complémentaires.7z\""}]",COMPLEMENT-Irap,
IraCex2617,"Commerce extérieur agroalimentaire. En 2025, l’excédent agroalimentaire français atteint son plus bas niveau depuis la fin des années soixante-dix","Importations, exportations, solde commercial par pays et produits en décembre 2025 et bilan de l'année 2025","En décembre 2025, le solde des échanges agroalimentaires est déficitaire de 45 millions d'euros (M€) et recule de 236 M€ par rapport à décembre 2024. Sur l’ensemble de l’année 2025, le solde français reste excédentaire mais chute de 4,8 milliards d’euros (Md€) sur un an pour atteindre 181 M€. Ce résultat est avant tout la conséquence de la forte dégradation des échanges de produits transformés. Sur un an, l’excédent commercial pour ces produits recule de 4 Md€, à 554 M€. Si les exportations évoluent peu en valeur (+ 1 % sur un an) pénalisées par le recul des ventes de vins et spiritueux, les importations augmentent sensiblement (+ 8 %) sous l’effet des autres produits alimentaires (principalement à base de cacao) mais aussi des produits issus de l’abattage (viande bovine, viande de volailles) et des produits laitiers (beurre, fromages). Le solde commercial en produits bruts perd près de 0,9 M€ sur un an et affiche un déficit de - 373 M€, principalement du fait de la hausse en valeur des importations de café, de cacao et aussi de fruits qui font plus que contrebalancer l’augmentation des exportations, portée essentiellement par les bovins. En 2025, la forte érosion de l’excédent commercial avec les pays tiers tire l’excédent global vers le bas, à laquelle s’ajoute l’accentuation du déficit avec l’Union Européenne.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2025,,FRANCE,2026/02/12 00:00,2026/02/12 10:10,0.2,2026/02/12 00:00,2026-17,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex2617/detail/,4,"[""2026_17inforapcommerceext.pdf"", ""conjinforap202617ce_tdb.pdf"", ""2026_17donneescommerceext.xls"", ""2026-17_Données-complémentaires.7z""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2617/2026_17inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2617/conjinforap202617ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2617/2026_17donneescommerceext.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2617/2026-17_Données-complémentaires.7z""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-02-12T08:35:59.911Z\""\,\""Fichier\"":\""2026_17inforapcommerceext.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-02-12T08:35:59.911Z\""\,\""Fichier\"":\""conjinforap202617ce_tdb.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-02-12T08:35:59.911Z\""\,\""Fichier\"":\""2026_17donneescommerceext.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-02-12T08:35:59.911Z\""\,\""Fichier\"":\""2026-17_Données-complémentaires.7z\""}]",COMPLEMENT-Irap,
IraCli015,Climatologie. Le froid s’installe en janvier,"Température, précipitations et indice d'humidité du mois de janvier 2019","La température moyenne du mois de janvier a été de 5 °C (- 0,3 °C par rapport à la normale), mais durant la dernière décade, les températures se sont nettement rafraîchies, avec un écart à la normale de - 1 °C.","[{nom_auteur=Le Turdu, prenom_auteur=Michelle, Structure=Service de la statistique et de la prospective (SSP). }]",NATIONAL,INFCLIM,CLIMAT,2019,MÉTÉOROLOGIE| CONJONCTURE| CLIMATOLOGIE,FRANCE,2019/02/07 00:00,2019/10/17 13:16,0.1,2019/02/07 00:00,2019-015,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli015/detail/,1,"[""2019_015inforapclimato.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCli015/2019_015inforapclimato.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-10-15T00:00:00.000Z\""\,\""Fichier\"":\""2019_015inforapclimato.pdf\""}]",COMPLEMENT-Irap,
IraCli18060,Climatologie. Avril exceptionnellement doux,"Température, précipitations et indice d'humidité du mois d'avril 2018","La température moyenne du mois d’avril a été particulièrement douce dans toutes les régions (+ 2,8 °C).","[{nom_auteur=Le Turdu, prenom_auteur=Michelle, Structure=Service de la statistique et de la prospective (SSP). }]",NATIONAL,INFCLIM,CLIMAT,2018,MÉTÉOROLOGIE| CONJONCTURE| CLIMATOLOGIE,FRANCE,2018/05/11 00:00,2019/10/17 13:12,0.2,2018/05/11 00:00,2018-060,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli18060/detail/,1,"[""2018_060inforapclimatologie.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCli18060/2018_060inforapclimatologie.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-10-15T00:00:00.000Z\""\,\""Fichier\"":\""2018_060inforapclimatologie.pdf\""}]",COMPLEMENT-Irap,
IraCli18096,Climatologie. Chaleur avec pluviométrie contrastée en juin,"Température, précipitations et indice d'humidité du mois de juin 2018","La température du mois de juin a été en moyenne de 20,1 °C, soit + 1,6 °C au-dessus de la normale. Les précipitations ont été excédentaires en moyenne mais avec un contraste géographique important. La Corse a été bien arrosée ( + 104 %) tandis que le Nord-Est a enregistré un déficit élevé (- 40 %).","[{nom_auteur=Le Turdu, prenom_auteur=Michelle, Structure=Service de la statistique et de la prospective (SSP). }]",NATIONAL,INFCLIM,CLIMAT,2018,MÉTÉOROLOGIE| CONJONCTURE| CLIMATOLOGIE,FRANCE,2018/07/06 00:00,2019/10/17 12:59,0.2,2018/07/06 00:00,2018-096,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli18096/detail/,1,"[""2018_096inforapclimato.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCli18096/2018_096inforapclimato.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-10-15T00:00:00.000Z\""\,\""Fichier\"":\""2018_096inforapclimato.pdf\""}]",COMPLEMENT-Irap,
IraCli183,"Climatologie. Novembre doux, pluviométrie encore contrastée","Température, précipitations et indice d'humidité du mois de novembre 2018","La température du mois de novembre a été en moyenne de 10 °C, soit + 1,1 °C au-dessus de la normale.","[{nom_auteur=Le Turdu, prenom_auteur=Michelle, Structure=Service de la statistique et de la prospective (SSP). }]",NATIONAL,INFCLIM,CLIMAT,2018,MÉTÉOROLOGIE| CONJONCTURE| CLIMATOLOGIE,FRANCE,2018/12/07 00:00,2019/10/17 12:45,0.1,2018/12/07 00:00,2018-183,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli183/detail/,1,"[""2018_183inforapclimato.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCli183/2018_183inforapclimato.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-10-15T00:00:00.000Z\""\,\""Fichier\"":\""2018_183inforapclimato.pdf\""}]",COMPLEMENT-Irap,
IraCli19115,Climatologie. Sécheresse et records de chaleur en juillet,"Température, précipitations et indice d'humidité du mois de juillet 2019","La température moyenne du mois de juillet a atteint 23,1 °C (+ 2,1 °C par rapport à la normale).","[{nom_auteur=Le Turdu, prenom_auteur=Michelle, Structure=Service de la statistique et de la prospective (SSP). }]",NATIONAL,INFCLIM,CLIMAT,2019,,FRANCE,2019/08/08 00:00,2019/12/06 15:31,0.2,2019/08/08 00:00,2019-115,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli19115/detail/,1,"[""2019_115inforapclimato.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCli19115/2019_115inforapclimato.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-12-06T00:00:00.000Z\""\,\""Fichier\"":\""2019_115inforapclimato.pdf\""}]",COMPLEMENT-Irap,
IraCli20176,Climatologie. Un mois de novembre doux et très sec,"Températures, précipitations et indice d'humidité des sols du mois précédent","La température moyenne du mois de novembre s’est établie à 10,8 °C en France métropolitaine, soit + 1,9 °C par rapport à la normale. Cet excédent, général à tout le territoire, s’est constitué durant les 2 premières décades du mois. La pluviométrie n’atteint qu’un tiers de la normale mensuelle, le déficit mensuel varie de 44 % à 76 % selon la région. Le cumul depuis le 1er septembre est en déficit de 17 % par rapport à la normale. L’indice d’humidité des sols au 1er décembre 2020 est déficitaire sur l’ensemble du territoire excepté en Bretagne et localement dans le Sud-Ouest et le Roussillon.","[{nom_auteur=Fiche, prenom_auteur=Dominique, Structure=SSP}]",NATIONAL,INFCLIM,CLIMAT,2020,,FRANCE,2020/12/09 11:00,2020/12/09 11:00,0.1,2020/12/09 11:00,2020-176,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli20176/detail/,1,"[""2020_176inforapclimato.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCli20176/2020_176inforapclimato.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-12-08T08:54:27.755Z\""\,\""Fichier\"":\""2020_176inforapclimato.pdf\""}]",COMPLEMENT-Irap,
IraCpr084,"Coûts de production. En avril, le prix d’achat des intrants croît par rapport au mois précédent et sur un an","Prix d'achat des intrants, alimentation,animale et livraison des engrais en avril 2019","En avril 2019, le prix d’achat des intrants augmente légèrement (+ 0,1 % par rapport à mars 2019).","[{nom_auteur=Lavergne, prenom_auteur=Aurélien, Structure=Service de la statistique et de la prospective (SSP). }]",NATIONAL,INFCOUT,PRIX,2019,,FRANCE,2019/06/14 00:00,2019/10/17 13:13,0.2,2019/06/14 00:00,2019-084,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr084/detail/,1,"[""2019_084inforapcoutsprod.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr084/2019_084inforapcoutsprod.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-10-15T00:00:00.000Z\""\,\""Fichier\"":\""2019_084inforapcoutsprod.pdf\""}]",COMPLEMENT-Irap,
IraCpr153,"Coûts de production. En août, le prix d’achat des intrants augmente par rapport au mois précédent ainsi que sur un an","Prix d'achat des intrants, alimentation,animale et livraison des engrais en août 2018","En août 2018, le prix d’achat des intrants augmente après deux mois de stabilité.","[{nom_auteur=Lavergne, prenom_auteur=Aurélien, Structure=Service de la statistique et de la prospective (SSP). }]",NATIONAL,INFCOUT,PRIX,2018,,FRANCE,2018/10/15 00:00,2019/10/17 12:29,0.2,2018/10/15 00:00,2018-153,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr153/detail/,1,"[""2018_153inforapcoutsprod.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr153/2018_153inforapcoutsprod.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-10-15T00:00:00.000Z\""\,\""Fichier\"":\""2018_153inforapcoutsprod.pdf\""}]",COMPLEMENT-Irap,
IraCpr18101,"Coûts de production. En mai 2018, le prix d’achat des intrants est en hausse par rapport au mois précédent et sur un an, sous l’effet des prix de l’énergie","Prix d'achat des intrants, alimentation,animale et livraison des engrais","En mai 2018, le prix d’achat des intrants poursuit sa hausse pour le troisième mois consécutif.","[{nom_auteur=Lavergne, prenom_auteur=Aurélien, Structure=Service de la statistique et de la prospective (SSP). }]",NATIONAL,INFCOUT,PRIX,2018,,FRANCE,2018/07/12 00:00,2019/10/17 12:24,0.2,2018/07/12 00:00,2018-101,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr18101/detail/,1,"[""2018_101inforapcoutdeproduction.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr18101/2018_101inforapcoutdeproduction.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-10-15T00:00:00.000Z\""\,\""Fichier\"":\""2018_101inforapcoutdeproduction.pdf\""}]",COMPLEMENT-Irap,
IraCpr19186,"Coûts de production. En octobre 2019, le prix d’achat des intrants recule par rapport au mois précédent et sur un an","Prix d'achat des intrants, alimentation animale et livraison d'engrais en octobre 2019","En octobre 2019, le prix d’achat des intrants diminue (- 0,2 % par rapport à septembre 2019). Sur un an, le prix décroît (- 1,6 %) sous l’effet du recul des prix de l’ensemble des biens et services de consommation courante.","[{nom_auteur=Royer, prenom_auteur=Florent, Structure=SSP}]",NATIONAL,INFCOUT,PRIX,2019,,FRANCE,2019/12/13 16:07,2019/12/13 16:07,0.4,2019/12/13 16:10,2019-186,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr19186/detail/,2,"[""2019_186inforapcoutsprod.pdf"", ""2019_186donneescoutsprod.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr19186/2019_186inforapcoutsprod.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr19186/2019_186donneescoutsprod.xls""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-12-13T15:01:22.950Z\""\,\""Fichier\"":\""2019_186inforapcoutsprod.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2019-12-13T15:10:32.370Z\""\,\""Fichier\"":\""2019_186donneescoutsprod.xls\""}]",COMPLEMENT-Irap,
IraCpr20128,"Coût de production. En juillet 2020, le prix d’achat des intrants se stabilise mais est toujours en baisse sur un an","Prix d'achat des intrants, alimentation animale et livraison d'engrais en juillet 2020","En juillet 2020, le prix d’achat des intrants se stabilise (+ 0,1 % par rapport à juin 2020). Sur un an, le prix est en recul (- 2,5 %) sous l’effet de la baisse des prix de l’énergie et des lubrifiants, des engrais et amendements et des produits de protection des cultures. En juillet 2020, avec un jour ouvré de moins qu’en 2019, la production nationale d’aliments composés pour les animaux de ferme est en hausse sur un an (+ 0,9 %). En cumul de janvier à juillet, la fabrication d’aliments composés est en recul par rapport à l’année précédente : la hausse des aliments porcins ne contrebalance pas entièrement la diminution des aliments pour volailles et bovins. En décembre 2019, les livraisons d'engrais azotés sont en recul sur un an. Sur l’ensemble de la campagne 2019/2020, les livraisons d’azote sont inférieures à celles de la campagne précédente et leur prix recule. Les livraisons de phosphate reculent sur un an dans un contexte de prix en baisse. Celles de potasse décroissent avec des prix stables.IraCpr20128","[{nom_auteur=Royer, prenom_auteur=Florent, Structure=SSP}]",NATIONAL,INFCOUT,PRIX,2020,,FRANCE,2020/09/15 00:00,,,,2020-128,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr20128/detail/,2,"[""2020_128inforapcoutsprod.pdf"", ""2020_128donneescoutsprod.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr20128/2020_128inforapcoutsprod.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCpr20128/2020_128donneescoutsprod.xls""]",#N/A,COMPLEMENT-Irap,
